menu_id,ata,group,label,enabled,path,key
M348,ATA 52 - Doors,Doors left,Aft Entry Left Door,True,ATA 52 - Doors → Doors left → Aft Entry Left Door,Doors left Aft Entry Left Door
M349,ATA 52 - Doors,Doors right,Forward Entry Right Door,True,ATA 52 - Doors → Doors right → Forward Entry Right Door,Doors right Forward Entry Right Door
M350,ATA 52 - Doors,Doors right,Aft Avionics Door,True,ATA 52 - Doors → Doors right → Aft Avionics Door,Doors right Aft Avionics Door
M351,ATA 52 - Doors,Doors right,Forward Cargo Door,True,ATA 52 - Doors → Doors right → Forward Cargo Door,Doors right Forward Cargo Door
M352,ATA 52 - Doors,Doors right,Right Wing 1 Door,True,ATA 52 - Doors → Doors right → Right Wing 1 Door,Doors right Right Wing 1 Door
M353,ATA 52 - Doors,Doors right,Right Wing 2 Door,True,ATA 52 - Doors → Doors right → Right Wing 2 Door,Doors right Right Wing 2 Door
M354,ATA 52 - Doors,Doors right,Aft Cargo Door,True,ATA 52 - Doors → Doors right → Aft Cargo Door,Doors right Aft Cargo Door
M355,ATA 52 - Doors,Doors right,Bulk Door,True,ATA 52 - Doors → Doors right → Bulk Door,Doors right Bulk Door
M356,ATA 52 - Doors,Doors right,Aft Entry Right Door,True,ATA 52 - Doors → Doors right → Aft Entry Right Door,Doors right Aft Entry Right Door
M357,ATA 70 - Power plant,Fadec,Left Channel A,True,ATA 70 - Power plant → Fadec → Left Channel A,Fadec Left Channel A
M358,ATA 70 - Power plant,Fadec,Left Channel B,True,ATA 70 - Power plant → Fadec → Left Channel B,Fadec Left Channel B
M359,ATA 70 - Power plant,Fadec,Right Channel A,True,ATA 70 - Power plant → Fadec → Right Channel A,Fadec Right Channel A
M360,ATA 70 - Power plant,Fadec,Right Channel B,True,ATA 70 - Power plant → Fadec → Right Channel B,Fadec Right Channel B
M361,ATA 70 - Power plant,EIU,1,True,ATA 70 - Power plant → EIU → 1,EIU 1
M362,ATA 70 - Power plant,EIU,2,True,ATA 70 - Power plant → EIU → 2,EIU 2
M363,ATA 70 - Power plant,Engine surge,Left Surge,True,ATA 70 - Power plant → Engine surge → Left Surge,Engine surge Left Surge
M364,ATA 70 - Power plant,Engine surge,Right Surge,True,ATA 70 - Power plant → Engine surge → Right Surge,Engine surge Right Surge
M365,ATA 70 - Power plant,Engine failure,Eng 1 Failure,True,ATA 70 - Power plant → Engine failure → Eng 1 Failure,Engine failure Eng 1 Failure
M366,ATA 70 - Power plant,Engine failure,Eng 2 Failure,True,ATA 70 - Power plant → Engine failure → Eng 2 Failure,Engine failure Eng 2 Failure
M367,ATA 70 - Power plant,Engine failure with damage,Eng 1 Failure With Damage,True,ATA 70 - Power plant → Engine failure with damage → Eng 1 Failure With Damage,Engine failure with damage Eng 1 Failure With Damage
M368,ATA 70 - Power plant,Engine failure with damage,Eng 2 Failure With Damage,True,ATA 70 - Power plant → Engine failure with damage → Eng 2 Failure With Damage,Engine failure with damage Eng 2 Failure With Damage
M369,ATA 70 - Power plant,Engine birdstrike,Left Bird Strike,True,ATA 70 - Power plant → Engine birdstrike → Left Bird Strike,Engine birdstrike Left Bird Strike
M370,ATA 70 - Power plant,Engine birdstrike,Right Bird Strike,True,ATA 70 - Power plant → Engine birdstrike → Right Bird Strike,Engine birdstrike Right Bird Strike
M371,ATA 70 - Power plant,Reverser pressurized,Left,True,ATA 70 - Power plant → Reverser pressurized → Left,Reverser pressurized Left
M372,ATA 70 - Power plant,Reverser pressurized,Right,True,ATA 70 - Power plant → Reverser pressurized → Right,Reverser pressurized Right
M373,ATA 70 - Power plant,Reverser unlocked,Left,True,ATA 70 - Power plant → Reverser unlocked → Left,Reverser unlocked Left
M374,ATA 70 - Power plant,Reverser unlocked,Right,True,ATA 70 - Power plant → Reverser unlocked → Right,Reverser unlocked Right
M375,ATA 70 - Power plant,Reverser inhibited by maintenance,Left Reverser Inhibited By Maint,True,ATA 70 - Power plant → Reverser inhibited by maintenance → Left Reverser Inhibited By Maint,Reverser inhibited by maintenance Left Reverser Inhibited By Maint
M376,ATA 70 - Power plant,Reverser inhibited by maintenance,Right Reverser Inhibited By Maint,True,ATA 70 - Power plant → Reverser inhibited by maintenance → Right Reverser Inhibited By Maint,Reverser inhibited by maintenance Right Reverser Inhibited By Maint
M377,ATA 70 - Power plant,vibration N1,Eng 1 High,True,ATA 70 - Power plant → vibration N1 → Eng 1 High,vibration N1 Eng 1 High
M378,ATA 70 - Power plant,vibration N1,Eng 2 High,True,ATA 70 - Power plant → vibration N1 → Eng 2 High,vibration N1 Eng 2 High
M379,ATA 70 - Power plant,vibration N2,Eng 1 High,True,ATA 70 - Power plant → vibration N2 → Eng 1 High,vibration N2 Eng 1 High
M380,ATA 70 - Power plant,vibration N2,Eng 2 High,True,ATA 70 - Power plant → vibration N2 → Eng 2 High,vibration N2 Eng 2 High
M381,ATA 70 - Power plant,Oil leak,Left,True,ATA 70 - Power plant → Oil leak → Left,Oil leak Left
M382,ATA 70 - Power plant,Oil leak,Right,True,ATA 70 - Power plant → Oil leak → Right,Oil leak Right
M383,ATA 70 - Power plant,Reverser shutoff valve,Left,True,ATA 70 - Power plant → Reverser shutoff valve → Left,Reverser shutoff valve Left
M384,ATA 70 - Power plant,Reverser shutoff valve,Right,True,ATA 70 - Power plant → Reverser shutoff valve → Right,Reverser shutoff valve Right
